問題編號,問題,答案編號,回答內容,來源工作表
PC392,什麼是分離焦慮？,PCA392,當飼主不在家時，寵物會過度焦躁、吠叫、破壞家具或排泄異常。這是因為對孤獨感與不安全感的強烈反應。需透過漸進訓練與環境豐富化改善。,情緒相關問題
PC393,如何幫助有分離焦慮的狗狗？,PCA393,可在短時間外出後逐步延長，讓狗狗學習獨處。外出時留下有飼主氣味的物品，或使用益智玩具分散注意力。嚴重情況下，可在獸醫建議下使用抗焦慮藥物。,情緒相關問題
PC394,貓咪為什麼會突然攻擊飼主？,PCA394,可能是過度刺激（例如撫摸過久）、恐懼、疼痛或保護領域。應先觀察耳朵、尾巴與瞳孔變化，這些都是攻擊前的警告信號。,情緒相關問題
PC395,狗狗在陌生環境很緊張怎麼辦？,PCA395,應讓牠逐步接觸新環境，並在冷靜時給予獎勵。外出時帶上熟悉的玩具或毯子，也能增加安全感。,情緒相關問題
PC396,為什麼有些貓咪常常亂尿？,PCA396,可能來自壓力、環境變化或泌尿道疾病。若排除健康問題，應增加貓砂盆數量，並確保環境安靜。焦慮性亂尿則需結合環境改善與安撫方式。,情緒相關問題
PC397,寵物會出現憂鬱嗎？,PCA397,會。當失去伴侶（人或動物）、缺乏刺激或長期孤單時，寵物可能食慾下降、活動量減少或過度睡眠。應透過增加互動與環境刺激改善。,情緒相關問題
PC398,寵物過度依賴飼主怎麼辦？,PCA398,應培養獨處能力，例如在家時也訓練牠待在另一個房間，逐步增加獨立性。過度依賴容易演變成分離焦慮，需及早介入。,情緒相關問題
PC399,寵物的壓力會影響健康嗎？,PCA399,會。長期壓力可能導致免疫力下降、腸胃問題甚至皮膚病。保持穩定環境與良好作息，能有效降低壓力。,情緒相關問題
PC400,如何幫助寵物放鬆？,PCA400,可以透過規律運動、益智玩具、音樂療法、按摩或費洛蒙擴香等方式。對於特別焦慮的寵物，建議搭配行為治療。,情緒相關問題
PC401,狗狗為什麼會過度吠叫？,PCA401,原因可能是警戒、無聊、焦慮或想引起注意。應先找出原因，並透過訓練「安靜」口令與適度消耗體力來改善。,行為問題與管理
PC402,貓咪抓沙發怎麼辦？,PCA402,這是天性，用來磨爪與標記領域。應提供合適的抓板，並用雙面膠或保護套阻止抓沙發。當牠使用抓板時給予獎勵。,行為問題與管理
PC403,狗狗亂咬東西怎麼改善？,PCA403,需提供足夠的咬咬玩具，並訓練分辨「可以咬」與「不可以咬」。若咬錯東西，應立即制止並轉移到玩具上。,行為問題與管理
PC404,為什麼有些狗狗會過度舔自己？,PCA404,可能是焦慮、自我安撫或皮膚疾病。若舔舐導致掉毛或傷口，需就醫檢查並結合行為調整。,行為問題與管理
PC405,狗狗衝人或撲人怎麼辦？,PCA405,應忽略牠的撲人行為，並在牠四腳著地時獎勵。訓練「坐下」作為替代行為，讓牠明白只有冷靜時才能得到關注。,行為問題與管理
PC406,貓咪為什麼會半夜大吼大叫？,PCA406,可能是發情、飢餓或孤單。若已結紮，應檢查是否有疾病或環境不足的情況，並提供夜間玩具與陪伴。,行為問題與管理
PC407,狗狗為什麼會護食？,PCA407,護食是保護資源的本能。應避免在進食時打擾，並透過「交換訓練」讓狗狗習慣被人接近食物時不需緊張。,行為問題與管理
PC408,如何改善寵物過度興奮？,PCA408,應增加規律運動與益智遊戲，消耗多餘精力。訓練冷靜口令（如「坐下」）也能幫助牠學會自我控制。,行為問題與管理
PC409,寵物攻擊行為能改善嗎？,PCA409,能，但需專業介入。飼主應避免責罵或體罰，因為會加重攻擊性。應找行為治療師分析原因，並制定漸進訓練計劃。,行為問題與管理
PC410,如何預防行為問題的產生？,PCA410,關鍵在於早期社交、正向訓練與環境豐富化。提供穩定作息與足夠互動，讓寵物心理健康，才能降低行為問題的發生。,行為問題與管理
PC411,如何判斷寵物已進入老年期？,PCA411,一般狗狗 7 歲、貓咪 10 歲以上即可算老年。常見徵兆包括活動力下降、睡眠時間增加、白毛變多、體重變化或反應變慢。,老年常見問題與行為變化
PC412,老年寵物出現健忘是正常的嗎？,PCA412,若偶爾忘記事件還算正常，但若出現走錯路、日夜顛倒、無故吠叫，可能是認知功能退化（寵物失智症），需就醫評估。,老年常見問題與行為變化
PC413,老年寵物為什麼容易夜間吵鬧？,PCA413,可能來自失智、關節痛或焦慮。可透過規律作息、補充腦部保健品（如 Omega-3、抗氧化物）、提供安靜休息環境改善。,老年常見問題與行為變化
PC414,狗狗走路搖晃或跌倒是老化嗎？,PCA414,這常見於關節退化、神經問題或肌肉萎縮。應限制劇烈運動，提供止痛與關節保健品，並考慮水療或復健運動。,老年常見問題與行為變化
PC415,老年貓咪為什麼突然亂叫？,PCA415,常因失智、甲狀腺功能亢進或感官退化（聽覺、視覺減弱）。若叫聲頻繁伴隨體重下降或焦躁，需檢查內分泌與神經系統。,老年常見問題與行為變化
PC416,老年寵物體重減輕一定是病嗎？,PCA416,不一定，但快速或明顯的體重下降通常與腎臟病、甲狀腺疾病、癌症有關。應定期檢查血液與影像。,老年常見問題與行為變化
PC417,老年寵物的感官退化會有什麼影響？,PCA417,聽力與視力減退會導致反應變慢、容易受驚嚇。飼主應避免突然觸碰，並用聲音、氣味或觸覺輔助牠們辨識環境。,老年常見問題與行為變化
PC418,如何幫助老年寵物減少焦慮？,PCA418,保持規律作息、固定用餐與散步時間，避免環境頻繁變動。可透過安撫玩具、按摩或費洛蒙產品降低焦慮。,老年常見問題與行為變化
PC419,老年寵物睡眠變多正常嗎？,PCA419,大多屬於正常，但若伴隨食慾不振、走路困難或失禁，則可能是疾病徵兆。需透過檢查確認是否單純老化或病症。,老年常見問題與行為變化
PC420,如何幫助老年寵物保持日常活力？,PCA420,透過短時間多次散步、益智玩具、輕度遊戲與溫和訓練，能維持肌肉與腦部活動，同時延緩老化速度。,老年常見問題與行為變化
PC421,老年寵物腎臟病如何照顧？,PCA421,需餵食腎臟處方飼料，控制磷與蛋白質攝取，並保持水分攝入。嚴重時可能需定期輸液。定期驗血追蹤腎功能是必要的。,慢性病管理與安寧照護
PC422,心臟病老犬需要注意什麼？,PCA422,避免劇烈運動與高鹽食物，保持安靜生活。定期心臟超音波與用藥（如利尿劑、強心藥）能幫助控制病情。,慢性病管理與安寧照護
PC423,老年貓咪糖尿病要怎麼管理？,PCA423,需規律注射胰島素，搭配低碳水處方飼料。定期監測血糖與體重，避免低血糖或酮酸中毒的發生。,慢性病管理與安寧照護
PC424,老年寵物關節退化該怎麼辦？,PCA424,補充葡萄糖胺、軟骨素或 Omega-3，並在獸醫建議下使用止痛藥。環境可加設防滑墊、斜坡，幫助上下樓梯。,慢性病管理與安寧照護
PC425,失智寵物可以治療嗎？,PCA425,無法完全治癒，但透過藥物（如抗焦慮、認知支持劑）、保健品與環境穩定管理，能延緩退化並減輕症狀。,慢性病管理與安寧照護
PC426,老年寵物排便排尿失禁怎麼處理？,PCA426,需定期帶去如廁，並使用尿布或防水墊。應保持皮膚乾淨避免尿燒傷，並檢查是否有泌尿道感染。,慢性病管理與安寧照護
PC427,老年寵物出現腫瘤怎麼辦？,PCA427,應由獸醫評估是否適合手術、化療或藥物控制。對於高齡且體能差的寵物，可能更適合安寧照護而非積極治療。,慢性病管理與安寧照護
PC428,什麼是寵物安寧照護（Hospice Care）？,PCA428,當疾病已無法治癒時，安寧照護著重於疼痛管理、舒適度與生活品質，而非延長壽命。飼主需專注於陪伴與減少痛苦。,慢性病管理與安寧照護
PC429,如何判斷是否該考慮安樂死？,PCA429,若寵物無法進食、長期疼痛、無法控制排泄、喪失生活品質，且醫療手段已無法改善，則應與獸醫討論安樂死，以避免牠繼續受苦。,慢性病管理與安寧照護
PC430,老年寵物最後階段，飼主該怎麼陪伴？,PCA430,給予安靜、安全、熟悉的環境，保持輕聲安撫與陪伴，避免不必要的醫療折磨。這段時間飼主的關愛能讓寵物在最後的日子感到安心與尊重。,慢性病管理與安寧照護
PC431,狗狗什麼時候開始發情？,PCA431,母犬大約在 6–12 個月齡開始第一次發情，之後每年約 2 次。發情時會有外陰腫脹、血性分泌物與行為改變。,發情與配種
PC432,貓咪什麼時候開始發情？,PCA432,母貓約在 5–9 個月齡開始發情，且為季節性多次發情動物，通常在春夏光照長的季節出現。,發情與配種
PC433,發情期有什麼明顯徵兆？,PCA433,母犬會頻繁排尿、尋找公犬並表現不安；母貓則會大聲嚎叫、在地上打滾、頻繁蹭物體。,發情與配種
PC434,配種的最佳時間是什麼時候？,PCA434,狗狗通常在發情後第 9–14 天為最佳配種期，需依陰道抹片或黃體素檢測確認。貓咪則需交配刺激排卵，通常多次交配後才會成功。,發情與配種
PC435,公犬或公貓多大能繁殖？,PCA435,公犬大約在 9–12 個月就有繁殖能力，但最佳繁殖期建議在 1.5 歲以後。公貓約 8–12 個月能繁殖，但同樣建議等身體成熟後再配種。,發情與配種
PC436,配種一定會成功嗎？,PCA436,不一定。成功率受母犬/母貓排卵時間、健康狀況、公母雙方生殖能力影響。若多次失敗，需做生殖檢查。,發情與配種
PC437,發情時能否讓不同性別寵物同居？,PCA437,若不打算繁殖，應避免同居，否則極易發生意外懷孕。發情母犬母貓的氣味也可能引發公犬公貓之間打架。,發情與配種
PC438,配種前需要健康檢查嗎？,PCA438,必須。雙方都應進行傳染病檢測（犬瘟、貓白血病、貓愛滋）、驅蟲與疫苗接種，確保健康與血統品質。,發情與配種
PC439,寵物繁殖會有風險嗎？,PCA439,有。母犬母貓懷孕與分娩都可能出現難產、感染或產後癲癇。若沒有專業知識與資源，不建議隨意繁殖。,發情與配種
PC440,是否建議一般飼主進行繁殖？,PCA440,大多數專家不建議，因為繁殖需要充分的醫療與飼養準備。不當繁殖可能造成遺傳病、幼崽難以安置等問題。,發情與配種
PC441,如何判斷寵物是否懷孕？,PCA441,常見徵兆包括乳頭變大、食量增加、腹部逐漸膨脹。最準確的方法是透過超音波檢查，一般在交配後 25 天以上可確認。,懷孕、分娩與幼崽照護
PC442,懷孕的寵物需要特別飲食嗎？,PCA442,懷孕後期與哺乳期能量需求增加，建議改用幼犬/幼貓配方飼料，富含蛋白質與鈣質。避免隨意補鈣，以免造成分娩困難。,懷孕、分娩與幼崽照護
PC443,懷孕多久會生產？,PCA443,母犬約懷孕 58–68 天；母貓約 63–65 天。超過預產期太久需送醫檢查。,懷孕、分娩與幼崽照護
PC444,生產前有什麼徵兆？,PCA444,狗狗會變得不安、頻繁找窩、體溫下降約 1℃；貓咪會開始舔生殖器、停止進食並尋找隱蔽地點。,懷孕、分娩與幼崽照護
PC445,分娩過程需要人幫忙嗎？,PCA445,多數寵物能自然生產，但飼主需準備乾淨毛巾與保暖環境。若母犬母貓持續用力 30 分鐘仍無幼崽產出，或間隔超過 2 小時仍未生出下一隻，應立即送醫。,懷孕、分娩與幼崽照護
PC446,如何照顧新生幼崽？,PCA446,需保持溫暖乾燥（30℃ 左右），避免低溫。新生幼崽每 2 小時哺乳一次，並需母親舔拭或人工刺激肛門排尿排便。,懷孕、分娩與幼崽照護
PC447,幼崽何時開始斷奶？,PCA447,一般在 3–4 週大開始添加副食品（糊狀飼料或泡軟飼料），到 6–8 週逐步完全斷奶。,懷孕、分娩與幼崽照護
PC448,幼崽幾週大可以送養？,PCA448,建議至少 8 週齡後再送養，因為過早分離會導致免疫力低與行為問題。此時也應完成第一劑疫苗與驅蟲。,懷孕、分娩與幼崽照護
PC449,母犬母貓產後需要注意什麼？,PCA449,應確保乳汁分泌正常，觀察是否有乳腺炎、產後出血或抽搐（產後癲癇）。需高營養飲食支持哺乳期。,懷孕、分娩與幼崽照護
PC450,若不打算繁殖，最佳的做法是什麼？,PCA450,建議進行絕育手術，可避免意外懷孕、子宮蓄膿與部分癌症（乳腺腫瘤、睪丸癌），同時也能改善發情造成的行為困擾。,懷孕、分娩與幼崽照護
PC451,飼主對寵物的基本責任是什麼？,PCA451,飼主要提供食物、水、醫療、住所與安全環境，避免虐待與遺棄。法律上，飼主必須確保寵物不對社會造成危害。,飼主基本責任
PC452,為什麼寵物需要植入晶片？,PCA452,晶片是寵物的身分證，能提升走失找回率，也方便政府管理。部分地區規定寵物必須在特定年齡完成晶片登記。,飼主基本責任
PC453,沒有幫寵物植晶片會有罰則嗎？,PCA453,"在台灣，若未在規定時間完成登記，主管機關可依《動物保護法》處罰新台幣 3,000 至 15,000 元。",飼主基本責任
PC454,飼主要為寵物辦理哪些登記？,PCA454,包含晶片植入、飼主資料登錄、若有轉讓或死亡也需辦理變更登記，確保資料正確。,飼主基本責任
PC455,帶狗外出需要注意什麼法律規範？,PCA455,必須繫上牽繩，避免隨意放養造成公共安全危險。大型犬或具攻擊性犬隻，需加戴口罩。,飼主基本責任
PC456,寵物攻擊他人，飼主要負責嗎？,PCA456,要。若因飼主疏忽導致他人受傷，飼主需承擔民事賠償責任，嚴重者還可能涉及刑事責任。,飼主基本責任
PC457,棄養寵物會有法律責任嗎？,PCA457,會。《動物保護法》規定，任意遺棄寵物可處 3 萬至 15 萬元罰鍰，情節嚴重者可能構成虐待動物罪。,飼主基本責任
PC458,寵物死亡需要辦理登記嗎？,PCA458,需要。飼主應於規定時間內通報並辦理死亡註銷，以免資料遺失或影響管理。,飼主基本責任
PC459,飼主可以隨意繁殖寵物嗎？,PCA459,不行。繁殖業需經政府登記並符合飼養環境標準。個人若隨意繁殖販售，可能觸法並被裁罰。,飼主基本責任
PC460,飼主對寵物的防疫義務有哪些？,PCA460,必須依規定帶寵物接種疫苗（如狂犬病疫苗）。未依規定施打，可能面臨罰鍰，並增加公共安全風險。,飼主基本責任
PC461,寵物在公共場所大小便，飼主要負責嗎？,PCA461,要。飼主必須隨手清理寵物排泄物，否則可能被開罰，也影響公共環境衛生。,進階規範與保障
PC462,什麼是「具攻擊性犬隻」的規範？,PCA462,台灣農委會公告特定犬種（如比特犬、美洲獒犬），飼養需申報，外出必須戴口罩、牽繩，不遵守可受罰。,進階規範與保障
PC463,若飼主長期不當對待寵物，會怎麼樣？,PCA463,虐待或忽視飼養會觸犯《動物保護法》，可處 1 年以上 5 年以下有期徒刑，並併科罰金。,進階規範與保障
PC464,寵物走失後造成交通事故，飼主要負責嗎？,PCA464,是的。若因管理不當導致交通事故，飼主需負連帶賠償責任，嚴重可能涉及刑事過失。,進階規範與保障
PC465,飼主能否在公寓飼養寵物？,PCA465,依《公寓大廈管理條例》，社區不得禁止飼養寵物，但可規範飼養方式（如清潔、噪音）。若造成鄰居困擾，仍可能被制止或裁罰。,進階規範與保障
PC466,寵物旅館或美容業有法律規範嗎？,PCA466,有，屬於動物寄養或美容業，必須依法登記並符合設施設備標準。若未合法營業，可能遭處罰鍰或勒令停業。,進階規範與保障
PC467,寵物醫療有法律保障嗎？,PCA467,獸醫須具備合法執照，醫療行為受《獸醫師法》規範。若有醫療糾紛，可循行政或法律途徑申訴。,進階規範與保障
PC468,寵物保險有什麼保障？,PCA468,台灣已有寵物險，通常涵蓋醫療費用、第三人責任險（寵物造成他人傷害）、走失協尋費用。飼主可依需求投保，降低突發支出。,進階規範與保障
PC469,寵物飼主需要繳稅嗎？,PCA469,目前台灣沒有飼養寵物稅，但部分國家已實施，以支持動物福利與流浪動物管理。未來可能有相關政策。,進階規範與保障
PC470,成為合格飼主的關鍵是什麼？,PCA470,除了滿足寵物的生活需求，更要遵守法律規範，避免棄養，並積極配合登記、防疫與公共安全規範。合格飼主代表責任與愛心的結合。,進階規範與保障
PC471,寵物需要刷牙嗎？,PCA471,需要。狗狗和貓咪容易有牙結石與牙周病，建議每週至少刷牙 2–3 次，使用寵物專用牙刷與牙膏。,口腔、耳朵、指甲與皮膚
PC472,可以用人類牙膏幫寵物刷牙嗎？,PCA472,不行。人類牙膏含氟或木糖醇，對寵物有毒。必須使用可吞食的寵物專用牙膏。,口腔、耳朵、指甲與皮膚
PC473,多久需要修剪指甲？,PCA473,平均 3–4 週一次。若走路時指甲會碰地板或發出聲響，就需要修剪。過長的指甲會導致腳趾變形或跛行。,口腔、耳朵、指甲與皮膚
PC474,剪指甲不小心剪到出血怎麼辦？,PCA474,可立即使用止血粉、玉米粉或麵粉按壓止血。若出血持續不止，需就醫處理。,口腔、耳朵、指甲與皮膚
PC475,耳朵多久需要清潔一次？,PCA475,一般每 2–4 週清潔一次，若有異味或耳垢增多需更頻繁。避免用棉花棒深入耳道，以免造成損傷。,口腔、耳朵、指甲與皮膚
PC476,寵物會得皮膚病嗎？,PCA476,會。常見原因包括過敏、寄生蟲（跳蚤、黴菌）、飲食問題。若有掉毛、紅腫或搔癢，需就醫檢查。,口腔、耳朵、指甲與皮膚
PC477,如何保持皮膚健康？,PCA477,定期洗澡、梳毛，維持環境清潔與良好飲食。補充 Omega-3 脂肪酸也有助皮膚與毛髮健康。,口腔、耳朵、指甲與皮膚
PC478,寵物掉毛很多正常嗎？,PCA478,正常換毛期會掉毛較多，但若掉毛伴隨禿斑、紅疹或搔癢，可能是皮膚病或營養不良，需就醫。,口腔、耳朵、指甲與皮膚
PC479,寵物多久需要專業美容？,PCA479,視品種而定，長毛犬貓通常每 1–2 個月需要專業美容，包含洗澡、修毛、修剪指甲、清潔耳朵。短毛犬貓則可延長至 2–3 個月。,口腔、耳朵、指甲與皮膚
PC480,美容過程中寵物害怕怎麼辦？,PCA480,應從小逐步訓練，讓寵物習慣吹風機、指甲剪等器具。可搭配獎勵與短時間多次訓練，避免一次時間過長造成恐懼。,口腔、耳朵、指甲與皮膚
